State n. | Speed | Steer | location(x,y) | AngularSpeed | time 
215    |23.335055974251407   |2.594633102416992   |[-6.9489428997039795, 150.7867431640625]  |-0.8624927997589111  |0.06100869178771973     
216    |23.26387945382029   |3.1783515214920044   |[-7.306979537010193, 151.0841522216797]  |-1.2386491298675537  |0.06022357940673828     
217    |23.176437342810907   |2.9259496927261353   |[-7.649407148361206, 151.39693069458008]  |-1.5920677185058594  |0.06019234657287598     
218    |23.061945581730477   |2.5627654790878296   |[-7.980571031570435, 151.71832656860352]  |-1.5158069133758545  |0.060189008712768555     
219    |23.101165529924454   |2.084919810295105   |[-8.307587504386902, 152.0449981689453]  |-1.46190345287323  |0.0607447624206543     
220    |23.134240015533468   |1.6209614276885986   |[-8.633055925369263, 152.3740463256836]  |-1.2726396322250366  |0.06025338172912598     
221    |23.173636998575578   |1.1661440134048462   |[-8.958192229270935, 152.70447158813477]  |-1.0989837646484375  |0.06105828285217285     
222    |23.20519348652801   |0.7756441831588745   |[-9.283990979194641, 153.0350685119629]  |-0.8814094066619873  |0.05933833122253418     
223    |23.227482695164966   |0.4392153024673462   |[-9.610719323158264, 153.36534881591797]  |-0.691109836101532  |0.06080460548400879     
224    |23.240607932436568   |0.18473267555236816   |[-9.938626527786255, 153.69479370117188]  |-0.5015920996665955  |0.06052899360656738     
225    |23.24658045139861   |-0.012196898460388184   |[-10.267507076263428, 154.02342987060547]  |-0.3515046238899231  |0.05968952178955078     
226    |23.248175349633357   |-0.14609754085540771   |[-10.597332239151001, 154.3511505126953]  |-0.21622565388679504  |0.06058216094970703     
227    |23.247360241668673   |-0.23045897483825684   |[-10.927912712097168, 154.67809677124023]  |-0.1154203861951828  |0.1285104751586914     
228    |23.245682850810457   |-0.27437567710876465   |[-11.259089469909668, 155.00439453125]  |-0.03621487319469452  |0.0752570629119873     
229    |23.24398650752509   |-0.32595396041870117   |[-11.590715408325195, 155.33018493652344]  |0.019004231318831444  |0.05956101417541504     
230    |23.242060925345175   |-0.3185558319091797   |[-11.923232555389404, 155.65499877929688]  |0.08225136250257492  |0.06065249443054199     
231    |23.240956894040075   |-0.2933073043823242   |[-12.25615668296814, 155.97937774658203]  |0.09607180207967758  |0.06000065803527832     
232    |23.24054973309761   |-0.2507007122039795   |[-12.589308738708496, 156.3035125732422]  |0.11051777005195618  |0.05995368957519531     
233    |23.240503383603485   |-0.20566999912261963   |[-12.922489166259766, 156.6276092529297]  |0.10468173027038574  |0.05986332893371582     
234    |23.240688881095537   |-0.15791535377502441   |[-13.255628108978271, 156.9517593383789]  |0.0977388322353363  |0.05978870391845703     
235    |23.24093084050927   |-0.11310279369354248   |[-13.588632106781006, 157.27605438232422]  |0.08253373950719833  |0.06043267250061035     
236    |23.241166561414218   |-0.07143616676330566   |[-13.921452522277832, 157.60052871704102]  |0.06697739660739899  |0.05997347831726074     
237    |23.24133983970616   |-0.0347590446472168   |[-14.254036903381348, 157.9252700805664]  |0.04908442497253418  |0.0597231388092041     
238    |23.24143845571064   |-0.0034242868423461914   |[-14.586350679397583, 158.25028610229492]  |0.03198942169547081  |0.05996966361999512     
239    |23.241473445294947   |0.022226572036743164   |[-14.918367147445679, 158.5756072998047]  |0.015587151981890202  |0.059950828552246094     
240    |23.241456139706585   |0.04268527030944824   |[-15.250070333480835, 158.90123748779297]  |0.0009857426630333066  |0.059542179107666016     
241    |23.24140536198457   |0.05823314189910889   |[-15.581449270248413, 159.22721099853516]  |-0.011908350512385368  |0.06010794639587402     
242    |23.241338974664693   |0.06948471069335938   |[-15.912498950958252, 159.5535125732422]  |-0.02269745245575905  |0.059960365295410156     
243    |23.241268111325663   |0.0769960880279541   |[-16.243215560913086, 159.88013458251953]  |-0.031533654779195786  |0.059569358825683594     
244    |23.241206837904148   |0.08142232894897461   |[-16.57360553741455, 160.20709991455078]  |-0.038416773080825806  |0.0598752498626709     
245    |23.241151593641664   |0.08338451385498047   |[-16.903671741485596, 160.5344009399414]  |-0.04357558488845825  |0.1325526237487793     
246    |23.24111544020196   |0.083351731300354   |[-17.2334201335907, 160.86199951171875]  |-0.047201428562402725  |0.0702962875366211     
247    |23.241087029501962   |0.06905972957611084   |[-17.562860012054443, 161.18991470336914]  |-0.04951445013284683  |0.07622361183166504     
248    |23.241125735865552   |0.06464481353759766   |[-17.892196893692017, 161.51793670654297]  |-0.042026229202747345  |0.05988168716430664     
249    |23.241131152180987   |0.05829513072967529   |[-18.221332550048828, 161.84616088867188]  |-0.043997764587402344  |0.05890369415283203     
250    |23.241140751408402   |0.0568157434463501   |[-18.550286293029785, 162.17456817626953]  |-0.03991703316569328  |0.06024909019470215     
251    |23.241147187030215   |0.05488753318786621   |[-18.87900447845459, 162.50320053100586]  |-0.041059840470552444  |0.05959677696228027     
252    |23.241146750642383   |0.053536295890808105   |[-19.207486152648926, 162.83208084106445]  |-0.039457496255636215  |0.07625699043273926     
253    |23.241149074509238   |0.05187332630157471   |[-19.535728931427002, 163.16120147705078]  |-0.03923334181308746  |0.07606363296508789     
254    |23.241154601353507   |0.04794478416442871   |[-19.863741874694824, 163.49054718017578]  |-0.038128454238176346  |0.06005263328552246     
255    |23.24116440262235   |0.044013261795043945   |[-20.191564559936523, 163.82007598876953]  |-0.03577101603150368  |0.07558012008666992     
256    |23.241175716099452   |0.042577385902404785   |[-20.51921319961548, 164.14978790283203]  |-0.03373189643025398  |0.07669544219970703     
257    |23.241180510370363   |0.039492249488830566   |[-20.846665859222412, 164.47969436645508]  |-0.03306058421730995  |0.07562565803527832     
258    |23.24118565330571   |0.03674328327178955   |[-21.173949241638184, 164.80977249145508]  |-0.030673254281282425  |0.07622337341308594     
259    |23.241193554336004   |0.034218430519104004   |[-21.501073837280273, 165.13999938964844]  |-0.029157288372516632  |0.0759587287902832     
260    |23.241197529935132   |0.03218710422515869   |[-21.828046798706055, 165.47037506103516]  |-0.027362680062651634  |0.06015443801879883     
261    |23.24120233109339   |0.6321877241134644   |[-22.15487289428711, 165.8009033203125]  |-0.02363966777920723  |0.07486534118652344     
262    |23.229750485186965   |1.2321871519088745   |[-22.47200870513916, 166.14043045043945]  |-0.42714041471481323  |0.05982327461242676     
263    |23.191322326262984   |1.832188367843628   |[-22.775834560394287, 166.49095916748047]  |-0.6893773078918457  |0.05969834327697754     
264    |23.129792200139395   |2.4321886897087097   |[-23.063461303710938, 166.85338973999023]  |-1.0405319929122925  |0.15216708183288574     
265    |23.03728870945266   |2.349076569080353   |[-23.331565856933594, 167.2283058166504]  |-1.378792405128479  |0.06622028350830078     
266    |23.016929236014906   |1.7490780353546143   |[-23.589919090270996, 167.60950469970703]  |-1.2960460186004639  |0.07526040077209473     
267    |23.069402866495064   |1.1490792036056519   |[-23.84935474395752, 167.99115753173828]  |-1.0344109535217285  |0.0757901668548584     
268    |23.109385483138396   |0.5490803718566895   |[-24.11243772506714, 168.37121963500977]  |-0.7946743965148926  |0.07584834098815918     
269    |23.135566473311158   |-0.04438459873199463   |[-24.381044387817383, 168.74800872802734]  |-0.4945819079875946  |0.07509851455688477     
270    |23.143894166197086   |-0.3867208957672119   |[-24.656986713409424, 169.1196517944336]  |-0.1816960871219635  |0.07612991333007812     
271    |23.137188769481636   |-0.5996489524841309   |[-24.93793535232544, 169.48734664916992]  |-0.01118362694978714  |0.07620406150817871     
272    |23.128445732254686   |-0.6872320175170898   |[-25.222707748413086, 169.85187911987305]  |0.14496687054634094  |0.07521867752075195     
273    |23.12082012796935   |-0.7064533233642578   |[-25.510079383850098, 170.21417236328125]  |0.22341860830783844  |0.07462620735168457     
274    |23.116063563435947   |-0.6660246849060059   |[-25.799405097961426, 170.57479095458984]  |0.2806375324726105  |0.07573342323303223     
275    |23.113895685165538   |-0.5973249673843384   |[-26.0900239944458, 170.9343032836914]  |0.29486584663391113  |0.07656431198120117     
276    |23.113713367072492   |-0.5070650577545166   |[-26.381552696228027, 171.29307174682617]  |0.2943354845046997  |0.07517242431640625     
277    |23.114671130283597   |-0.4116380214691162   |[-26.67360496520996, 171.6514434814453]  |0.2718614637851715  |0.07519960403442383     
278    |23.116117528537547   |-0.3197389841079712   |[-26.965933322906494, 172.00962448120117]  |0.24238918721675873  |0.07573604583740234     
279    |23.117487227019353   |-0.2371835708618164   |[-27.25837802886963, 172.36774063110352]  |0.2072436362504959  |0.07504653930664062     
280    |23.11860212339684   |-0.16565978527069092   |[-27.550850868225098, 172.72586822509766]  |0.17189942300319672  |0.07574582099914551     
281    |23.119400404000185   |-0.10820567607879639   |[-27.843289375305176, 173.08403778076172]  |0.13736186921596527  |0.07560086250305176     
282    |23.119891054434913   |-0.06318271160125732   |[-28.135693550109863, 173.44224548339844]  |0.10720953345298767  |0.0750117301940918     
283    |23.120170033617953   |-0.03070056438446045   |[-28.428064823150635, 173.8004913330078]  |0.08061233162879944  |0.07488751411437988     
284    |23.12029439000691   |-0.009073019027709961   |[-28.72043514251709, 174.1587371826172]  |0.05939745903015137  |0.155440092086792     
285    |23.120341091970435   |0.0035184621810913086   |[-29.012845039367676, 174.5169448852539]  |0.04279705509543419  |0.06099057197570801     
286    |23.120344751883643   |0.030161142349243164   |[-29.305334091186523, 174.87509155273438]  |0.030824314802885056  |0.07545948028564453     
287    |23.12031701542044   |0.027788877487182617   |[-29.597591876983643, 175.2334213256836]  |0.008342036977410316  |0.07495498657226562     
288    |23.12029632442875   |0.024515986442565918   |[-29.88994073867798, 175.59169006347656]  |0.009976319968700409  |0.0751657485961914     
289    |23.1202882761484   |0.014295578002929688   |[-30.18240737915039, 175.94985961914062]  |0.0035811641719192266  |0.07573604583740234     
290    |23.120279546609172   |0.005052685737609863   |[-30.475083351135254, 176.30785369873047]  |0.006863300688564777  |0.07531428337097168     
291    |23.120281511983137   |-0.005759000778198242   |[-30.767969131469727, 176.66567993164062]  |0.007172177080065012  |0.07406473159790039     
292    |23.120275714484375   |-0.015096664428710938   |[-31.06110191345215, 177.0233039855957]  |0.011250128969550133  |0.075897216796875     
293    |23.120270435642155   |-0.023957490921020508   |[-31.35447883605957, 177.38073348999023]  |0.014028811827301979  |0.07505130767822266     
294    |23.12026074991454   |-0.03110647201538086   |[-31.648113250732422, 177.73794555664062]  |0.018012944608926773  |0.07474255561828613     
295    |23.120248101434445   |-0.03709375858306885   |[-31.942004680633545, 178.0949363708496]  |0.021093638613820076  |0.07496309280395508     
296    |23.120234694744106   |-0.041582584381103516   |[-32.23615312576294, 178.45171356201172]  |0.024289719760417938  |0.07516336441040039     
297    |23.120221237929634   |-0.04484891891479492   |[-32.530555725097656, 178.80828857421875]  |0.026765117421746254  |0.07472348213195801     
298    |23.12020665113571   |-0.046892762184143066   |[-32.825204372406006, 179.16466522216797]  |0.028897996991872787  |0.0754556655883789     
299    |23.1201961194379   |-0.04803001880645752   |[-33.1200966835022, 179.5208282470703]  |0.03041321039199829  |0.07496881484985352     
300    |23.120186232569996   |-0.04826247692108154   |[-33.415225982666016, 179.8768081665039]  |0.031542353332042694  |0.08950996398925781     
301    |23.120185742323194   |-0.04793047904968262   |[-33.71058225631714, 180.23258209228516]  |0.03213241696357727  |0.0592041015625     
302    |23.120178633949237   |-0.045380592346191406   |[-34.00616455078125, 180.58817291259766]  |0.03243781626224518  |0.0751185417175293     
303    |23.120183959969125   |-0.04614591598510742   |[-34.30193328857422, 180.94362258911133]  |0.031202571466565132  |0.07460284233093262     
304    |23.120179604872472   |-0.04475593566894531   |[-34.59793567657471, 181.29886627197266]  |0.032598827034235  |0.07467770576477051     
305    |23.1201815511004   |-0.04363596439361572   |[-34.89414310455322, 181.65394592285156]  |0.03138028830289841  |0.16152524948120117     
306    |23.120179845604504   |-0.04199326038360596   |[-35.190555572509766, 182.00885772705078]  |0.03132036328315735  |0.07221055030822754     
307    |23.12018246248223   |-0.030722618103027344   |[-35.48716163635254, 182.36359405517578]  |0.0303514264523983  |0.07369089126586914     
308    |23.120202946268   |-0.029549598693847656   |[-35.78379535675049, 182.71831512451172]  |0.02313932590186596  |0.07521557807922363     
309    |23.12020791385434   |-0.02834796905517578   |[-36.08056926727295, 183.07291412353516]  |0.02473042905330658  |0.0747838020324707     
310    |23.120205790784468   |-0.028795599937438965   |[-36.377492904663086, 183.42738342285156]  |0.02251296676695347  |0.07490277290344238     
311    |23.12020931283465   |-0.02873361110687256   |[-36.674583435058594, 183.78172302246094]  |0.023045940324664116  |0.07471036911010742     
312    |23.120207318339002   |-0.02911686897277832   |[-36.97183895111084, 184.13591766357422]  |0.022217020392417908  |0.07426071166992188     
313    |23.12020844895677   |-0.029257535934448242   |[-37.26925849914551, 184.4899787902832]  |0.022365806624293327  |0.07573652267456055     
314    |23.120211386888943   |-0.029525160789489746   |[-37.566837310791016, 184.84391021728516]  |0.022045258432626724  |0.07289648056030273     
315    |23.1202085127542   |-0.029529333114624023   |[-37.86457538604736, 185.19769287109375]  |0.02208697982132435  |0.07407832145690918     
316    |23.120208105008878   |-0.029720067977905273   |[-38.16247081756592, 185.55136108398438]  |0.021867284551262856  |0.07430577278137207     
317    |23.12020775301871   |-0.02970874309539795   |[-38.460527420043945, 185.90488815307617]  |0.02192479558289051  |0.07471013069152832     
318    |23.120208150159296   |-0.02963423728942871   |[-38.75873565673828, 186.2582778930664]  |0.021771229803562164  |0.0745844841003418     
319    |23.12020881573696   |-0.029423236846923828   |[-39.057095527648926, 186.6115493774414]  |0.02169044502079487  |0.07427358627319336     
320    |23.120209159208933   |-0.029165148735046387   |[-39.35560894012451, 186.96469497680664]  |0.021501004695892334  |0.07420921325683594     
321    |23.120208981231162   |-0.028865337371826172   |[-39.65427017211914, 187.31771087646484]  |0.02132973074913025  |0.07456231117248535     
322    |23.120209733433413   |-0.02852916717529297   |[-39.95307731628418, 187.67059707641602]  |0.021119970828294754  |0.07403016090393066     
323    |23.12021001743314   |-0.02813279628753662   |[-40.25202465057373, 188.0233612060547]  |0.020899919793009758  |0.07522296905517578     
324    |23.12021170467629   |-0.027742385864257812   |[-40.55111217498779, 188.37600326538086]  |0.020635642111301422  |0.07383108139038086     
325    |23.120212484517747   |-0.0272524356842041   |[-40.850340843200684, 188.72854232788086]  |0.02038746327161789  |0.0742180347442627     
326    |23.12021080127451   |-0.026842951774597168   |[-41.14970397949219, 189.08095932006836]  |0.02005642279982567  |0.07477498054504395     
327    |23.12021265510393   |-0.026397109031677246   |[-41.44920253753662, 189.4332733154297]  |0.019803645089268684  |0.09132003784179688     
328    |23.120212042635366   |-0.025925636291503906   |[-41.7488317489624, 189.78545379638672]  |0.019487425684928894  |0.07273697853088379     
329    |23.120215463783495   |-0.02445399761199951   |[-42.0485897064209, 190.13753509521484]  |0.019178910180926323  |0.16535258293151855     
330    |23.12021566905886   |-0.024114251136779785   |[-42.34845733642578, 190.4895248413086]  |0.018184101209044456  |0.06715917587280273     
331    |23.120217581753124   |-0.018460750579833984   |[-42.64844799041748, 190.8414077758789]  |0.018199052661657333  |0.07307815551757812     
332    |23.120222903348314   |-0.0186234712600708   |[-42.94847106933594, 191.19326782226562]  |0.014195871539413929  |0.07440400123596191     
333    |23.12022270882294   |-0.018398761749267578   |[-43.24859619140625, 191.54502868652344]  |0.01552419364452362  |0.07419586181640625     
334    |23.12022485112557   |-0.018928050994873047   |[-43.54882621765137, 191.89671325683594]  |0.014373395591974258  |0.07398390769958496     
335    |23.12022300973832   |-0.01911163330078125   |[-43.84916877746582, 192.24829864501953]  |0.01483376044780016  |0.0738682746887207     
336    |23.120220024935122   |-0.01949310302734375   |[-44.14961624145508, 192.59978866577148]  |0.01448091957718134  |0.07417702674865723     
337    |23.12022056418035   |-0.019720792770385742   |[-44.45017147064209, 192.95118713378906]  |0.0146710854023695  |0.0921480655670166     
338    |23.120221947801756   |-0.01995265483856201   |[-44.750831604003906, 193.30249404907227]  |0.014594144187867641  |0.07306241989135742     
339    |23.120219278590486   |-0.01934528350830078   |[-45.05160140991211, 193.6537094116211]  |0.014681240543723106  |0.07273125648498535     
340    |23.120220783567397   |-0.019496679306030273   |[-45.35246467590332, 194.00484466552734]  |0.014166591688990593  |0.07339763641357422     
341    |23.12022044913247   |-0.019594430923461914   |[-45.6534309387207, 194.35589599609375]  |0.014399444684386253  |0.07370734214782715     
342    |23.12022104060807   |-0.019720792770385742   |[-45.95449638366699, 194.70686721801758]  |0.014298292808234692  |0.07397937774658203     
343    |23.120219474179024   |-0.01973867416381836   |[-46.25566482543945, 195.0577392578125]  |0.014376563020050526  |0.07298564910888672     
344    |23.12022290260806   |-0.019723176956176758   |[-46.5569372177124, 195.40853118896484]  |0.014324748888611794  |0.08871221542358398     
345    |23.120218257717912   |0.5802774429321289   |[-46.85831069946289, 195.75922775268555]  |0.016646701842546463  |0.05956768989562988     
346    |23.110565406917114   |1.180276870727539   |[-47.14974880218506, 196.11800003051758]  |-0.38504889607429504  |0.0738682746887207     
347    |23.074436366334815   |1.3450956344604492   |[-47.42755317687988, 196.48654556274414]  |-0.6484094858169556  |0.07258200645446777     
348    |23.053000075405343   |1.2340855598449707   |[-47.696858406066895, 196.86083984375]  |-0.7119193077087402  |0.07424187660217285     
349    |23.053616046359053   |1.0643601417541504   |[-47.9624662399292, 197.2377700805664]  |-0.6814574003219604  |0.07308387756347656     
350    |23.059089435608218   |0.8752679824829102   |[-48.226006507873535, 197.61627578735352]  |-0.6357247233390808  |0.07356882095336914     
351    |23.066067937339078   |0.6953692436218262   |[-48.48832130432129, 197.99578857421875]  |-0.5631694793701172  |0.07368254661560059     
352    |23.072699793164432   |0.5254369974136353   |[-48.74980163574219, 198.37602996826172]  |-0.4892389178276062  |0.07309436798095703     
353    |23.078200031171964   |0.373302698135376   |[-49.01082420349121, 198.7567138671875]  |-0.4073672592639923  |0.07404518127441406     
354    |23.082318784373005   |0.24081945419311523   |[-49.27165412902832, 199.13763046264648]  |-0.32901352643966675  |0.1725475788116455     
355    |23.085016834208414   |0.12765109539031982   |[-49.53250598907471, 199.5185775756836]  |-0.25390347838401794  |0.07390666007995605     
356    |23.086565936388446   |-0.06893277168273926   |[-49.793569564819336, 199.8994140625]  |-0.1851944923400879  |0.07273721694946289     
357    |23.087132953130972   |-0.14251410961151123   |[-50.0568151473999, 200.2787742614746]  |-0.054096534848213196  |0.07484102249145508     
358    |23.086207239364747   |-0.19829332828521729   |[-50.32105255126953, 200.65740585327148]  |-0.02509269304573536  |0.07229924201965332     
359    |23.085386800083153   |-0.22363662719726562   |[-50.586191177368164, 201.0353889465332]  |0.03497343137860298  |0.07239270210266113     
360    |23.084496556217932   |-0.24149835109710693   |[-50.852044105529785, 201.41284942626953]  |0.05924044921994209  |0.07346081733703613     
361    |23.083816910295518   |-0.24552762508392334   |[-51.11867427825928, 201.78975296020508]  |0.0896243080496788  |0.07300376892089844     
362    |23.08326055174801   |-0.2437281608581543   |[-51.38603496551514, 202.16613006591797]  |0.10417743027210236  |0.07274675369262695     
363    |23.0829071305232   |-0.23507952690124512   |[-51.65413761138916, 202.54196166992188]  |0.11735952645540237  |0.07333755493164062     
364    |23.08268831369984   |-0.2232038974761963   |[-51.92295169830322, 202.91728591918945]  |0.12268342822790146  |0.07279658317565918     
365    |23.082597812494267   |-0.20818233489990234   |[-52.19246196746826, 203.2921028137207]  |0.1255670040845871  |0.073333740234375     
366    |23.082590977859137   |-0.19218027591705322   |[-52.46263122558594, 203.66644668579102]  |0.12418907135725021  |0.07335352897644043     
367    |23.082643932722917   |-0.17536163330078125   |[-52.73343467712402, 204.04034042358398]  |0.12114331126213074  |0.07226729393005371     
368    |23.082733735346075   |-0.15885531902313232   |[-53.0048303604126, 204.41378784179688]  |0.11587465554475784  |0.07295775413513184     
369    |23.082836954946583   |-0.1434159278869629   |[-53.27678871154785, 204.78684616088867]  |0.10975658148527145  |0.07356476783752441     
370    |23.08294496497956   |-0.12887418270111084   |[-53.549278259277344, 205.15951538085938]  |0.10309566557407379  |0.07348060607910156     
371    |23.083047968401978   |-0.11544585227966309   |[-53.8222713470459, 205.5318145751953]  |0.09600868821144104  |0.07235574722290039     
372    |23.08314046126235   |-0.10346353054046631   |[-54.095733642578125, 205.90377807617188]  |0.0888887271285057  |0.07273507118225098     
373    |23.083221754329056   |-0.0932765007019043   |[-54.369635581970215, 206.27540588378906]  |0.08204085379838943  |0.07238388061523438     
374    |23.083289137669933   |-0.08444249629974365   |[-54.64396286010742, 206.64673614501953]  |0.07579859346151352  |0.07337760925292969     
375    |23.083346933314097   |-0.0770646333694458   |[-54.918691635131836, 207.01776123046875]  |0.06992647051811218  |0.07254147529602051     
376    |23.083391874807546   |-0.0707024335861206   |[-55.19380760192871, 207.3885040283203]  |0.06474673748016357  |0.07281160354614258     
377    |23.083430779069584   |-0.06565332412719727   |[-55.469285011291504, 207.75897216796875]  |0.05994454771280289  |0.07396268844604492     
378    |23.083455881594347   |-0.06153404712677002   |[-55.745116233825684, 208.12918090820312]  |0.05593013018369675  |0.0718545913696289     
379    |23.083483584573237   |-0.05811452865600586   |[-56.02128887176514, 208.49913787841797]  |0.05234580487012863  |0.07213807106018066     
380    |23.083501893817544   |-0.05575716495513916   |[-56.29778861999512, 208.8688507080078]  |0.04922817274928093  |0.1791365146636963     
381    |23.08351635206504   |-0.053972601890563965   |[-56.574607849121094, 209.23832321166992]  |0.04682263731956482  |0.06667232513427734     
382    |23.08352782962125   |-0.03834128379821777   |[-56.85173988342285, 209.60757064819336]  |0.04478329420089722  |0.07180047035217285     
383    |23.083570727587272   |-0.03822147846221924   |[-57.128933906555176, 209.97676467895508]  |0.03346807137131691  |0.07227706909179688     
384    |23.08358036352742   |-0.03774106502532959   |[-57.406371116638184, 210.34576797485352]  |0.03592967614531517  |0.07350826263427734     
385    |23.08358306573268   |-0.03930211067199707   |[-57.68405723571777, 210.71459579467773]  |0.03255881369113922  |0.0718839168548584     
386    |23.083583704872566   |-0.04014849662780762   |[-57.96201419830322, 211.08322143554688]  |0.03333350270986557  |0.07323050498962402     
387    |23.083582811809258   |-0.04168093204498291   |[-58.24022960662842, 211.4516487121582]  |0.032277777791023254  |0.07219672203063965     
388    |23.083583342685888   |-0.04283130168914795   |[-58.51871109008789, 211.81986618041992]  |0.03275752067565918  |0.07218313217163086     
389    |23.083581070412137   |-0.044161081314086914   |[-58.797457695007324, 212.18788528442383]  |0.0326140858232975  |0.07250809669494629     
390    |23.083576353473124   |-0.0452876091003418   |[-59.07646656036377, 212.55570220947266]  |0.0330682210624218  |0.07265949249267578     
391    |23.083569588990223   |-0.046308040618896484   |[-59.35573959350586, 212.92332458496094]  |0.03331633284687996  |0.07173395156860352     
392    |23.083568760074346   |-0.04712820053100586   |[-59.63527584075928, 213.29074478149414]  |0.03371681645512581  |0.07311892509460449     
393    |23.08356490860902   |-0.04788100719451904   |[-59.91507625579834, 213.6579704284668]  |0.03402126580476761  |0.07247376441955566     
394    |23.083565071851957   |-0.04834294319152832   |[-60.19513988494873, 214.0249900817871]  |0.03439483419060707  |0.07206869125366211     
395    |23.083559280784872   |-0.048713088035583496   |[-60.47546195983887, 214.39181900024414]  |0.034597210586071014  |0.07217812538146973     
396    |23.083555433652528   |-0.04895985126495361   |[-60.75605010986328, 214.7584457397461]  |0.03483608365058899  |0.0724635124206543     
397    |23.083555259101907   |-0.04907667636871338   |[-61.03689479827881, 215.12487030029297]  |0.03498975560069084  |0.071868896484375     
398    |23.083551756779123   |-0.049042701721191406   |[-61.317996978759766, 215.4911003112793]  |0.03509342297911644  |0.0725553035736084     
399    |23.083546186769976   |-0.048950910568237305   |[-61.599358558654785, 215.85713958740234]  |0.035110294818878174  |0.07208371162414551     
400    |23.08354808959764   |-0.04870414733886719   |[-61.88097381591797, 216.22296905517578]  |0.03511060029268265  |0.07285666465759277     
401    |23.083546887262028   |-0.04842102527618408   |[-62.16284465789795, 216.58860397338867]  |0.03499685600399971  |0.07002425193786621     
402    |23.083543166479433   |-0.04799962043762207   |[-62.444963455200195, 216.95404052734375]  |0.034882839769124985  |0.07138299942016602     
403    |23.083546836424535   |-0.047770142555236816   |[-62.72732639312744, 217.31929397583008]  |0.03465224429965019  |0.07170248031616211     
404    |23.08353964598607   |-0.04737496376037598   |[-63.00994300842285, 217.6843490600586]  |0.03457336127758026  |0.07232427597045898     
405    |23.0835431203797   |-0.046926140785217285   |[-63.29280185699463, 218.04922485351562]  |0.034306012094020844  |0.07264852523803711     
406    |23.083544177459437   |-0.04637598991394043   |[-63.57590579986572, 218.41390991210938]  |0.03406545892357826  |0.07159566879272461     
407    |23.08354239111829   |-0.04578232765197754   |[-63.859246253967285, 218.77840042114258]  |0.03372597321867943  |0.07156801223754883     
408    |23.08354294219874   |-0.04525482654571533   |[-64.14282512664795, 219.1427116394043]  |0.03337747976183891  |0.18786120414733887     
409    |23.083545365084305   |-0.04472672939300537   |[-64.42663288116455, 219.50683975219727]  |0.033056631684303284  |0.07250356674194336     
410    |23.083544210747192   |-0.03512084484100342   |[-64.7106761932373, 219.87079620361328]  |0.03274407237768173  |0.0719442367553711     
411    |23.083561293356603   |-0.03456532955169678   |[-64.99479103088379, 220.23468017578125]  |0.026289798319339752  |0.07196331024169922     
412    |23.083566811932922   |-0.03404855728149414   |[-65.27908039093018, 220.59843063354492]  |0.02800467051565647  |0.07220339775085449     
413    |23.08356880225104   |-0.03455162048339844   |[-65.56356143951416, 220.96204376220703]  |0.02627456560730934  |0.07184338569641113     
414    |23.08357109880709   |-0.03469288349151611   |[-65.84825038909912, 221.3254852294922]  |0.02674943022429943  |0.07165980339050293     
415    |23.08356474833957   |-0.03508329391479492   |[-66.13313293457031, 221.68877792358398]  |0.02618522383272648  |0.07137823104858398     
416    |23.08356590926688   |-0.035347938537597656   |[-66.41821670532227, 222.0519142150879]  |0.026323119178414345  |0.07227134704589844     
417    |23.083564371176617   |-0.03566384315490723   |[-66.7034912109375, 222.41490173339844]  |0.026172680780291557  |0.07206106185913086     
418    |23.083565755963885   |-0.035848021507263184   |[-66.98896217346191, 222.77773666381836]  |0.026247039437294006  |0.07114624977111816     
419    |23.083562536895382   |-0.03601491451263428   |[-67.27462577819824, 223.14041900634766]  |0.0261972788721323  |0.07145380973815918     
420    |23.083563540399133   |-0.03616988658905029   |[-67.56048583984375, 223.50294494628906]  |0.026228656992316246  |0.07193636894226074     
421    |23.08355982904336   |-0.03626406192779541   |[-67.84653854370117, 223.86531829833984]  |0.026249179616570473  |0.07130646705627441     
422    |23.083559131289302   |-0.03627419471740723   |[-68.13278007507324, 224.22754669189453]  |0.026256725192070007  |0.07112431526184082     
423    |23.083560063319915   |-0.03626883029937744   |[-68.4192123413086, 224.58961486816406]  |0.02623070403933525  |0.07157659530639648     
424    |23.083557096222695   |-0.036226511001586914   |[-68.70583724975586, 224.9515380859375]  |0.026214420795440674  |0.07219147682189941     
425    |23.08355655609209   |-0.036113858222961426   |[-68.99265098571777, 225.31329727172852]  |0.026174647733569145  |0.07140302658081055     
426    |23.08355850319672   |-0.035924315452575684   |[-69.27964782714844, 225.6749267578125]  |0.02609943225979805  |0.07069706916809082     
427    |23.083555434196978   |-0.03574550151824951   |[-69.56683731079102, 226.0363998413086]  |0.025984803214669228  |0.07137203216552734     
428    |23.08355472649605   |-0.03557384014129639   |[-69.85420799255371, 226.39772415161133]  |0.025884002447128296  |0.07252359390258789     
429    |23.083553592623467   |-0.03533780574798584   |[-70.14176559448242, 226.75891494750977]  |0.025777319446206093  |0.07044863700866699     
430    |23.083553314307977   |-0.03501594066619873   |[-70.42950057983398, 227.11994552612305]  |0.02562611550092697  |0.07082867622375488     
431    |23.083553474105003   |-0.034784674644470215   |[-70.7174129486084, 227.48084259033203]  |0.025426769629120827  |0.0720832347869873     
432    |23.083554591763438   |-0.03451645374298096   |[-71.00550842285156, 227.84160232543945]  |0.025298545137047768  |0.07124829292297363     
